GSM,240,7,61970,58667,0,11.262282,59.071456,186920,781,1,1309972886,1367992781,0
GSM,240,8,27,10802,0,11.244097,59.040928,21877,707,1,1309972886,1362372386,0
GSM,240,1,2216,4226,0,11.24815,59.072876,156465,1059,1,1309972886,1529744584,0
GSM,240,1,2216,27263,0,11.251841,59.083445,13669,569,1,1309972886,1447003300,0
GSM,240,7,61970,58666,0,11.252888,59.05632,155842,923,1,1309972886,1364974169,0
GSM,240,1,2216,4417,0,11.250814,59.061736,185656,1080,1,1309972886,1507197531,0
GSM,240,7,61970,13162,0,11.259637,59.07424,157664,1097,1,1309972886,1366253973,0
GSM,240,8,27,2451,0,11.247713,59.016929,150700,1798,1,1309972886,1364171775,0
GSM,240,1,2216,4726,0,11.263377,59.089624,159386,814,1,1309972886,1527093767,0
GSM,240,1,2216,4020,0,11.247274,59.088884,29559,506,1,1309972886,1529744584,0
GSM,240,1,2216,27262,0,11.260032,59.099135,156277,570,1,1309972886,1447003300,0
GSM,240,8,27,10801,0,11.252755,59.048612,155017,1083,1,1309972886,1362372385,0
GSM,240,1,2216,27261,0,11.26613,59.092628,189261,832,1,1309972886,1447003300,0
GSM,240,8,27,31921,0,11.247391,59.009087,179977,1914,1,1309972886,1362390307,0
GSM,240,1,2216,4233,0,11.247115,59.048993,19104,730,1,1309972886,1507197529,0
GSM,240,8,11102,11392,0,11.845566,57.715307,9212,26,1,1309973132,1347430314,0
GSM,240,8,11102,11398,0,11.813721,57.703287,5085,4,1,1309973132,1337147858,0
GSM,240,8,11102,11391,0,11.840744,57.715226,2048,9,1,1309973132,1347430014,0
GSM,240,8,11102,11397,0,11.826553,57.716904,1000,3,1,1309973132,1337147858,0
GSM,240,1,9016,5108,0,11.829771,57.702577,1349,2000,1,1309973132,1478160887,0
GSM,240,7,61953,50554,0,11.864352,57.691901,4769,35,1,1309973132,1346129265,0
GSM,240,7,61954,59227,0,11.806658,57.704418,7432,21,1,1309973132,1339481725,0
GSM,240,7,61953,50545,0,11.921428,57.701001,5715,12,1,1309973132,1346721565,0
GSM,240,7,61954,10257,0,11.830215454102,57.717361450195,1000,1,1,1309927598,1309927598,0
GSM,240,7,61954,59387,0,11.832934,57.713704,5028,3,1,1309973132,1322733800,0
GSM,240,7,61954,10266,0,11.821093,57.717558,1000,14,1,1309973132,1337147858,0
GSM,240,7,61954,59228,0,11.826553,57.716904,1000,3,1,1309973132,1337147858,0
GSM,240,1,9016,11081,0,11.83269,57.704513,3280,101,1,1309973132,1476092650,0
GSM,240,1,9016,18383,0,11.826645,57.716263,1000,10,1,1309973132,1377858407,0
GSM,240,8,11102,11388,0,11.826553,57.716904,1000,3,1,1309973132,1337147858,0
GSM,240,8,11102,11153,0,11.778059,57.681405,5755,21,1,1309973132,1346899196,0
GSM,240,8,11102,11152,0,11.861592,57.686624,8905,101,1,1309973132,1346129265,0
GSM,240,8,11102,11151,0,11.852055,57.687925,6519,34,1,1309973132,1346899498,0
GSM,240,8,11102,11399,0,11.826553,57.716904,1000,3,1,1309973132,1337147858,0
GSM,240,8,11102,11359,0,11.731872,57.657699,14854,24,1,1309973132,1337147858,0
